item_id,name,image_id,flavor
93825a95-15f2-4341-b9e6-30513b938271,Strawberry Romance,7deb210a-cb19-4658-923e-803ec53adca7,Bees
f039b64c-7587-4d63-b2a5-4899f022e5fb,Gravin Michel DUrsel,,Hybrid musk
fb4cf640-1dbb-4e87-851b-8c3e84647b07,Hanky Panky,,Full Sun
7097ff0a-cd80-462e-bef6-4655c579ef45,Glowing Peace,04969ce5-d015-447d-94a6-1fd94230eea4,Deciduous
f2e17bbd-74b8-4768-8034-c8993370cdc1,Hoot N Holler,f405e792-fab1-45de-b9fd-e86c14cd386d,Miniature
f5147a26-7a55-4bd7-93a5-d6f0742f8ff7,Hisami,5bb996e7-7df3-40bb-a477-cb0c5df6d52f,Good
c9802004-e47b-4e4f-b17a-0cd811926de8,Goldelse,987dc299-53c5-453c-a832-b3757ce3017d,Shrub
87e9c4ab-2430-41ac-bd7d-3d5ab25d4f57,Vanessa Bell,196699d2-eb17-411a-b964-ae8401728a43,Deciduous
79b754ac-b82b-4725-9fd9-dc6bd5cfda7e,Lagoon,,Floribunda
740b8fdf-16df-4310-92aa-5fcdaee595f0,Violina,71657a17-7e84-4386-8ec4-471e4e8563c5,Deciduous
5cd8fa6e-80df-4b3d-877e-706644dd2b51,Ruffled Cloud,,Full Sun
d2ae2c10-82bc-4dd6-8b27-d5bf94688fa5,Orinda,fcf6ac93-ea76-4ca9-ae1b-d43d84a62a1c,1
4c8b5367-2811-45f1-a988-e82ee659ddff,Dainty Bess Cl,03205aaf-d21d-4c1f-928a-0602d0f0c4dc,Mild
b3db0815-8983-413d-bba8-613eb645bc04,Rival De Paestum,a7bd08d9-8a19-4c20-9df1-eb9bda1791c9,394
0caa702e-7dce-4944-afe6-6a5a66139694,Revolution Francaise,71d63598-d03d-47a7-913b-b7713908c401,Good
943ae2d9-5338-4115-a6fb-e024fa7f9663,Foetida Austrian Copper,f26172db-cea1-43e4-850b-1c3c7e0dc8d9,Shrub
7256981a-83b5-4624-be6a-f1ee52a13ddb,J C Thornton,,"Medium, 3-4 feet, upright"
a0a877a0-ddfa-474d-81c1-54245f5bf479,Tchaikovsky,ea96e559-cefd-4d5e-aca6-6f66195cedd5,Full Sun
6b40f28c-6654-40a3-b8da-e9894a260043,Parkdirektor Riggers,,Parkdirektor Riggers
5d2e2ff6-3850-4afc-94f2-b0f70ad4f8dc,Gloire Des Mousseuses,8f752dfa-e0ab-4752-a071-ef9cc1a964cf,Deciduous
ce36b73b-8cea-4444-9f15-bbf1cde6faca,Louisiana,e6f94871-662a-40ff-b2eb-623513b46bfa,Bees
529bfdbd-3dff-491d-b3c7-5bcd325277f0,Republic Of Texas,47233da9-2b55-4004-9f13-fbda7f0b182c,Showy
90242552-4de1-463a-9607-1e81df423d0b,Knirps,62f289df-8c15-4e20-95ed-baebb7a9760a,None
41e63e67-120f-411f-9b61-890736811b99,Sunspray,bf17b367-f968-41fa-8d3a-e6d537cdf3a8,554044
6b5658a8-fb76-4068-8c5d-2f8aa4085856,Clemence Raoux,4cbf3b44-e0fa-4356-a1b6-2407e223e120,Cupped
21185bbd-2bbd-462f-93f8-f7d433b55907,Caramba,79cf4118-cfc1-4d4b-a1b1-093cca7513e6,Deciduous
74f6cbcf-573b-41bf-ba93-c30e2ecbf8d3,Nicole Mioulane,70b2fc43-4ad6-44f9-bdb2-ec29ac07cbcb,Perennial
3016e259-afcf-4cfe-aea9-c4bee67b9dca,Good Morning,,Showy
61ec867f-cc01-45b5-864c-da7c9ebfc3bd,Pillow Talk,,2-3 feet
25dfd97c-1c36-4632-9f98-5504e15db164,Anna Scharsach,2e8ff2a1-6010-447a-ac9f-55bf44a5da30,1
77f4e0ff-5e09-4f14-9025-81aa7b101cd2,Queen Of The Musks,,9
a3bcdfd8-4ab0-4f6d-b8f9-46b9b9332568,Sweet San Carlos,,Full Sun
4d210503-4ebf-421a-a3e1-7373001162b4,Strange Music,3a94be6d-0342-4e77-8b1a-11395071f344,Shrub
67a5bde5-e70e-4e87-9a86-aade824e6c6e,Adelaide DOrleans,b0741745-4bde-4f36-a2f3-876455b3cbfe,1667
5daa736f-f173-414f-9956-c3d43cc75d3f,Spanish Sunset,a8891a61-2db6-46a4-bb6a-b886f841b2bd,Showy
5f8648b3-d64c-47cc-85f8-362614f68f41,Milano,43435dbf-01f8-49be-81ec-125b4388a7ea,Milano
55576a5c-faa9-43d5-bbeb-3da795dea119,Spring Song 1957,,537066
480e1aec-3c3b-4fa1-83b8-68ef9222f32d,Adorabelle,7f9fd3cf-9a3a-49aa-9c3d-9fb5195b8ee8,480e1aec-3c3b-4fa1-83b8-68ef9222f32d
22d7ff27-1dfc-4e0e-9b97-08cd5e362155,Rose Rhapsody,,Hybrid tea
3b732560-4b42-4e6d-8826-6ca86a0d1875,Lady Roberts,7507216e-b7de-4ccf-93b3-3e2852a5ead6,3-4 feet
7504dbfc-4ea3-42f4-b247-765c4447e824,Summer Love,94fe801e-b945-4554-b90f-66d50cd2820c,Hybrid tea
2f799e8b-41f6-4729-8c17-e337f12f0ec5,Agnes Schilliger,f41fbdf7-b1ca-4da5-8c89-61c52dddf57f,695661
4f2dcf3c-7341-423e-8b30-4b9c70ca0095,Parmentier,960b2f13-ba5a-413d-b444-df21fda29f5a,4f2dcf3c-7341-423e-8b30-4b9c70ca0095
4b827213-9a58-415f-8dc0-20f277456b88,Princesse De Sagan,c20f833b-95a9-4169-ad68-95a5b5a3b03e,China
1760e499-c244-4215-9803-dc3b89ff009f,Grand Prize,2f397117-c72d-44fe-bdd7-a4ec96a61ed1,Yellow blend
b133f87a-de40-41e5-afc5-5a36a0669498,Petit Trianon,16fec4a7-a6d0-4c52-98f8-f92dbb36968b,Pink blend
40b31676-648c-46bf-b2f5-b70654c57a42,Kristall,f59190e7-d265-4199-aa02-4807c58ca2bc,Perennial
5b9f89e9-abdb-45e7-a99e-0fc13134d8bc,Jove,004ca02d-7096-46cd-97af-31238a7fc16f,Orange red
84eb35e6-707b-4b5a-8db7-64c4101ada3d,Goldmarie Cl,,Deciduous
3c69f31b-5a0d-4026-b285-0d686fecc534,Russanovii,05e18d35-0cfb-4d03-875b-4abe01bfdb60,Deciduous
7e5f8320-f798-4adf-a0cf-172df94177f8,St Ethelburga,6a513d6d-2f2c-4760-9d6f-702659898531,Cupped
2cbb3f8c-5376-483d-a743-edd765bef18c,The Lady Of The Lake,ab57c246-8387-4fdc-8491-c1cc9f9bbc7a,Moderate
b0093248-394a-4d44-861c-29979438576d,Simon Fraser,ddce37da-2b31-4361-bf2b-849a341a7c11,Perennial
72614e45-216e-40d5-b7af-19eb9ea92e98,Twinkie,33c100f7-d739-49f0-9457-e63e79922543,Light pink
a40ba457-d3ca-4b6d-b532-a6525b6ecaa9,The Chief,bb0b9f1c-0adc-4a58-b9e6-a069291a4c1e,Perennial
4996d062-a89c-4a11-91ed-dd5aa0cb70ed,Red Radiance,7413d602-4b83-45ca-80cc-a406677ef7fb,Deep pink
fff60ef5-4287-458f-a298-4f494807f97c,Open Arms,7d844c24-4622-4adb-96e6-ad285416b2c6,Pink
65de22a7-8b48-4bd2-b207-aeed28734f7f,Golden Fleece,,Yellow
120d9d61-37e1-4db8-bb5c-9165e435577f,Madame Louis Laperriere,a0872c76-8e43-4681-8b5c-995937435934,Hybrid tea
05a61c64-8949-4c89-8a56-b3a972ebc1da,Snowdrift,c2a921c5-d4eb-437b-8c95-d11cc90a1cac,Perennial
0489f2c8-9eab-4852-8a29-021078b52646,Rachel,b940a8a7-ede3-4bd3-862a-37a2d3c46ff8,Bees
523c196e-6fb1-47ce-8cf0-4df0304e6458,Table Mountain,d3a70eb0-4e35-400b-9504-f2afb0a1578e,Hybrid tea
40adb9c3-7177-4716-bb49-361ae3f7ad5b,Queen Mary 2,b229d87c-dc1a-444d-bb19-4efea6a47800,White and white blend
f0680306-8f44-43de-a23c-00e912105aff,Jenny Duval,,7
c057b22b-b253-4e14-97dc-df6f04aee5d6,Sempervirens,d829f1b6-2946-41f2-81b0-d644bdb03fe6,None
44a39e82-3ddb-427f-9f6d-521fd12cf440,Arkansana Peppermint,22bd83e7-9a17-4934-88af-cb7d66115db8,44a39e82-3ddb-427f-9f6d-521fd12cf440
7fb32969-ed16-44f2-bf36-1878990f48af,The Prioress,3d5c804b-867e-4844-a130-34715e11206d,Shrub
11c31897-989a-4f6e-927b-ef61d4caac48,Gift Of Life,651eb287-2029-4555-8609-4c1a63b2f8ca,Hybrid tea
9840aa5f-deb7-44d8-9aca-e65e146d6da9,Tchin Tchin,2afde414-1a69-4be1-a8b8-965d3e9fe221,Shrub
933e6429-6a19-4680-ab9b-89172b4895ac,Molly Sharman Crawford,b5bf845d-f051-423c-8b10-efd606316a31,Molly Sharman-Crawford
8f432e5f-bb13-4613-aa23-b45b647e5df2,Ville De Paris,,229686
031880e7-9894-4038-bc15-5648f8bf3513,Symphonie,f585ba20-24ad-47ec-b206-9cdd2bb1820f,538660
6fd7d7d1-36af-4297-9301-68f033f1f6f4,Multiflora Var Adenochaeta,ea61c53a-5648-4c76-ad8a-b0eaf69a31ea,Perennial
ed1a9dcd-89af-4ed9-9448-378f68f75863,Kathleen Ferrier,dd54b39b-4d43-4364-9270-cdf4aede5169,Orange pink
c0dfb652-d953-4235-a31f-c68aad53f7a7,Rin,ea1ea028-0263-4115-b594-1e85a482f8ad,Rin
716ea89e-09a2-450c-ba62-3ed5fdf5b146,Monsieur Paul Lede,3519765c-baf7-4451-aba3-ce59d35ac52c,Good
5e508cdf-a293-4eae-b6c0-76729cfba5c9,Topkapi Palace,8c862b4d-f841-45ab-8868-77d6932b31bf,24-30 inches
5849ebdb-464e-4a66-95ee-cef224324327,Andre Willemse,cc055741-0115-473e-912f-a92e0e5469e9,Moderate
5661cc3a-fdcb-43ff-be49-e904a4c56a35,Purple Elf,,Shrub
f3d935de-1525-48dd-a31f-15fc41c2a1ad,Polly Sunshine,,Full Sun
18853a00-9a97-44b7-804d-f305c863bfd4,Chivalry,0555856c-bbd0-41f6-ad10-8d4391b91e8e,High-centered
ed36de40-b3e0-4e12-ba5a-720bbe7b1a80,La Noblesse,ccce7f84-6f22-4cab-92ff-309e8a7fdf2f,Cupped
0859bc88-6e05-446f-91dc-255d455a2a48,Bad Birnbach,ab83ea8b-3162-4af5-84b3-f9df89ed1b86,Deciduous
9f5de6d8-0d15-415b-9d9f-eeef58c810c2,Marchioness Of Londonderry,,Light pink
fcbffbeb-187b-4f0d-866a-3f8f4b654bbb,Treasure Trove,48564a15-f475-435c-bb07-15ee7df23d4c,Up to 30 feet tall
f677d6a5-9311-4145-ad5e-526e0c4bc7d3,Roman Holiday,f96e6fbf-379a-4cd6-9935-07d79135fa48,Red blend
ddabfbcf-c68c-4f6a-af7f-6c8afce7a88e,Top Notch,62be4075-429e-4e8a-857b-e1226a63b206,Apricot and apricot blend
99e91ccf-9e5e-4c26-bfea-0048fa7c1cc0,Jane Souvenir Du Barbicon,5684d227-d5ad-47e4-b7ae-cc62af499bae,Showy
19970855-e0fc-4075-b50b-66b0daa6cfa0,Alice Vena,,3-5 feet
28996888-927a-4e3b-9bee-91255c6ea2b6,Goldregen,9582b1b8-7f8b-48e1-be41-e39f7183ab7f,Bees
148c9cfe-c72d-4a10-b50e-ba66155a2c94,Northern Lights,17f128be-e5ab-4793-bb77-56e15a7ca522,"Tall, 5-7 feet, bushy"
df2f7576-cb10-4527-b1fe-a5651548beb1,Molde,,df2f7576-cb10-4527-b1fe-a5651548beb1
b9b0f021-8ea3-4416-9e55-0898c31ffcbc,Lady Elgin,cf865034-cfc8-44dd-86ce-b98bbc64a858,Yellow blend
214ac7ab-1183-4759-a45b-53fee76228fc,Siesta,bf0f12f2-a9b5-4e96-8f19-f7c1018b501d,734129
e2e73be6-13f6-4dc5-9548-279dc0f771dd,Madame Anisette,9ecf29c2-e8a8-4b7f-ab85-58257a7eeb24,709993
996a4000-fe6e-4976-91d8-1905718ea03c,Oskar Scheerer,,5-6 feet
a22d86ee-8f4f-44e8-8b69-3ab4fb6c6e49,Awareness,97d27985-5cb3-4355-9def-f34f6de2ec44,Pink
532fbaa3-eea5-4a9f-8df0-a93b2527b0c6,Honey Bouquet,a9b700ca-88bc-452d-8fe9-8fc1bc0c50d0,Bees
8439e8c4-518e-4f97-bb82-cdda7e1d7c21,Pride Of Scotland,,Orange pink
03ff71a7-4cf2-4fa9-9a73-033d0dd0716c,Sweet Spot Calypso,8046b132-d684-4afe-acb6-edc7677a0beb,16-20 inches
4e5da127-8cba-439d-80e2-9ccbdc2d8ae0,White Dorothy Perkins,,None
9938bb24-49d3-4fb5-811a-a159ea4fcdfb,Old Master,,7
6e691344-2705-4c33-8845-145853a3b903,Shanghai Princess,8854d942-abf7-4a27-8181-b18932fe57e8,"Short, 24-30 inches"
2722b357-89ae-4dd0-b824-56a62251826c,Golden Times,,Bees
f386b68d-485c-40fe-bd52-452072a0ff34,Parade Day,9f838a06-434d-4a02-9240-f08cddb72c14,3 feet
9ed3e8ac-8a49-4344-8ee6-de6bae1fcda4,Independence Musk,08eb0eac-5bd2-4017-ab75-eee1ae93e3e3,Moderate
1be3d05d-df20-4b7e-84ea-fe3667fb976b,Madame V Dimitriu,c2bf7aed-3fa6-4ab0-b44c-4cc5cf01d674,Bees
de95beed-79fa-4d54-830e-e4ac6cb5da18,Katharina Zeimet,,Excellent
4b008349-e929-4910-960c-19119846333c,Nickelodeon,a2073cac-9111-473d-89f7-5e6d484d7bce,Flat
5d92c335-de23-4a4a-8671-3e1cf09ca391,Sweetness,,Good
8e1d5e64-e86e-49de-8f61-91df49be21d6,J P Sangria,08d4f3a3-15c9-4738-bae3-c19653ba366a,Showy
d4156af1-faf3-4584-a505-1db82c5f62cc,Girls Night Out,e13162b2-f9f9-48d6-af7c-50670285c9a9,Bees
e20fb26a-d281-4d74-9f1a-be63c54bd8f1,Lady Romsey,a1c2125c-7f89-4336-9aa2-15675e3874e6,Bees
3c1ac4c7-5a5f-4414-8825-c416280e66ed,Well Being,7b28a3a6-c7c2-4f5f-9cbc-0de86ef90b61,"Medium-tall, 4-5 feet, bushy"
1021fd78-734e-4c9f-b3ef-c929e55b758b,Heathcliff,40e00e1d-4121-4507-899f-74df26388391,Dark red
cec6ea16-b0c8-46cd-a14b-50efe6533239,Summer Surprise,ad54b7bd-d18e-4b74-afb1-49266c5bfce8,Showy
bec789d7-5d0a-4454-a947-ec9e7ca21b1d,Rainbow Happy Trails,94500b03-3ef9-408d-9720-b9b7a1cc55bc,Perennial
eb77bc4a-6b1a-4bcd-92f2-38d26dc9c4f8,Little Showoff,fb5df0dd-f28c-48d0-87e7-ddb19701ba5d,3-4 feet
8747aadc-95f8-442c-bf96-16af867c7d6e,Julie Link,,Shrub
f29c2c95-238c-4065-8ca9-2ffb7079c5d0,Picante,f35eb407-d227-4128-96b1-4a7370015411,Orange and orange blend
43238f8f-79e0-4718-9785-8650f1d7c821,Lady Huntingfield,db189e03-7cdb-4d20-b14c-e30da4483a36,Deciduous
5297f1b8-f442-4aa8-a069-7ad4aca625ac,Hidalgo,9d7a5c16-6fb4-4b9e-9e35-75070a82df38,5297f1b8-f442-4aa8-a069-7ad4aca625ac
441ca612-5f49-4076-9733-9d393d16d643,Anna Wheatcroft,,Shrub
3fff99d9-00cb-4e87-b5b5-4e5f8ef32127,Gruss An Teplitz,a79696fa-a73f-4fae-ac3a-52ce3560d6ae,Perennial
e8ef14a4-24a9-4a59-9bdc-c70e4ee4cea2,Maman Cochet,bed3c68a-f0d1-44df-9741-31a66230815d,Showy
1051f22f-867f-432e-a202-54dd273a4506,Rose Dot,,Good
5317515f-4312-4526-82ef-764c842db870,Violet Queen,014dce6a-7709-4b8b-a063-2f94aab5e7a2,Violet Queen
d0c90389-4524-46ad-a848-384acfbd22c9,Pink A Boo,df73cbc2-5192-441c-8e3c-bc59c4263a5b,Floribunda
68ecf7c1-b227-4f4d-b31c-7256ca31de32,First Choice,41184251-9411-44a1-8265-de1dda173700,Deciduous
c640f5c3-30e1-4553-ae75-bbb84aade198,Michelangelo,7c805269-f481-4736-a089-4121185ca935,"Medium-tall, 3-5 feet, upright"
b77a0dce-c38c-4407-b68f-f751b2f13678,Magic Carrousel,,Mild
22319bf5-67ff-4f29-a981-d8771fee393a,White Surprise,43c1e189-99fc-47d9-a9b5-1462dfe2e210,Some
7782d427-e398-48f2-adca-6a2656f27f75,Potter And Moore,4f3c7f10-a280-4137-aae9-1db091c03e53,7782d427-e398-48f2-adca-6a2656f27f75
e5c83e02-9337-408f-a067-f473f4a0dd2a,White Lightnin,85e8016a-e71e-4954-bf26-903483b425e0,131
272d6bc7-4d12-484d-8517-72a8913c1a50,Shailers White Moss,4eeeb4f0-2a90-4e21-b7d4-4bbb74c4d786,1
c1c9c028-e98a-49b2-8ff0-fb1f1050fc98,Villosa Karpatia,,Full Sun
454a508c-8ecf-46b5-9efb-91a7414105ef,Jura,42bcb343-dd20-4e45-9b38-2983e940e8df,High-centered
5138f889-4185-4c3f-ba90-1911fc66f602,Scent From Above,50bc46bc-5f89-4195-b26e-625ab0545422,Scent from Above
ce313402-5ae3-44c3-83ef-6dcff6d53f5b,International Herald Tribune,58697777-d257-44d5-b0b9-955ade78a141,Deciduous
d5737845-e581-447d-8e02-a861eaf94e55,Jeanne Lajoie,d8567bf4-bfe2-4101-b8a9-3960e46c9a0b,Shrub
8cd64494-4357-4f36-8d62-96be2f6b458e,Summer Lady,5df511d3-f153-4035-b56a-d729ebbe8f0a,2 feet
5409dfce-ee36-4f0c-90f8-4643eadfe92a,Grafin Esterhazy,8a0a591c-ca21-4412-9fc2-a42eceffcd34,24 inches
212ac133-bebc-4f25-a2f7-153bdaeb621d,Queen Nefertiti,9126fb2d-a9d8-4736-8d1d-308d911a09f0,Bees
1c0b31e6-ae95-47c1-9fce-9918259275c5,William P J McCarthy,28e757df-a96c-4b43-9217-897a9e7a3c93,William P.J. McCarthy
920103b4-3450-40d7-a40e-aeb134dd68a4,Sabrina,,Perennial
1179cf7f-161e-481b-b57c-1ab424a131e5,Elymaitica,2575c792-cdd9-4c5a-a929-141eb7a4c689,Perennial
52404b0f-de11-407d-9bc5-708b06b349fa,Mimi Eden,,Shrub
f6ed1572-4db1-4d88-8d7c-ae1a7d45ae44,Perle Von Weissenstein,,f6ed1572-4db1-4d88-8d7c-ae1a7d45ae44
d7a0f44d-adeb-4207-9e95-9bf9ec3cc8d3,Letchworth Centenary,732dcc7a-8a9f-40e8-829b-0bc9cddeffd8,Full Sun
24de340a-2446-4929-ad9a-eb330fa0d30e,Jean Mermoz,ce614d21-de39-4d33-b455-44073a1c65cb,1-2 feet
09ab1f84-54ea-4ede-b798-e26346ee4d1e,Nova Zembla,,Full Sun
acf5fc95-040f-493a-acb3-b76f124a2777,Sparrieshoop,f4f457c6-38ea-4489-aac5-7d147ee1e70a,Strong
d69987a9-ab14-413b-bef9-2ccb96d8e51c,Phantom,c0dd8510-542a-410c-bdac-5c8bbb89e147,Shrub
700115b2-ccb2-49c9-b7d9-38a0ddaca0ed,Alba Suaveolens,dea09467-2fb3-4a61-932a-2f74dc239542,Deciduous
6e0d1418-fe45-4164-a616-8a68f66fb009,Hobby,,Hobby
6876eea6-17a8-4408-931a-3ad3e9d9c389,Fergus Games,,Perennial
a6c52bf4-54d4-48d0-a49e-2bb28e7b2dba,Regine Crespin,,Perennial
fcfad711-22f1-42b0-a6b5-3aeaaa2aff46,Souvenir De Marcel Proust,b6224721-bb0c-4c7e-96a6-71eacde1aa58,Yellow
d95fe6bf-4acd-4648-be7c-93d86febe6ad,Great News,689b14f1-0d75-4d6a-aa28-0c48149e887a,4393
e164b167-05b8-4449-b444-8bcc97248e61,Le Pactole,482e5c76-78a4-457c-b5b3-a0c790eb7b1d,3-4 feet
1f1cad52-3bc2-4c6c-ae1e-a32f0820f8c1,Polonaise,,1f1cad52-3bc2-4c6c-ae1e-a32f0820f8c1
9f996fab-2093-47b2-bd8e-8877908e1523,Fred Gibson,,2233
d7f001e3-db61-4973-a251-c7e2402caca7,Baby Talk,6b1fbd38-f18e-48ec-bac2-539bd0d291b6,Full Sun
2023ef7f-40b8-440c-b746-45825b7fd1ca,Giselas Delight,f6e57a7f-2817-4095-938f-2e720ab7d7ad,2023ef7f-40b8-440c-b746-45825b7fd1ca
d5a4d903-79a8-4916-acf6-494b8b667df7,Tarde Gris,9c626710-6f7e-43fa-b6db-eab591e0f63f,3-4 feet
7e9600d7-ebc0-4569-8638-db14af579c6d,Aurora,,187
39125e7d-767b-4162-9f74-f8a1973fd86c,Jardins De Bagatelle,32fb687a-0ce9-4383-a789-46437db10b67,"Medium-tall, 3-5 feet"
77bec0ab-8517-4e32-81f7-98a6e665cc5d,Setina,cadadac7-6dbc-4e54-964f-1180d6f01562,Deciduous
973df3b0-960b-490e-a75e-732db7e321cd,Mae Dean,d866cb15-0bb1-4b1b-8814-5ae2de0e189c,Shrub
748d8f99-369e-4ce0-9ff8-e753ad12dc5e,Michelangelo,,17
d31e73c6-bd7f-4b67-88ae-225c5ab73018,Mountbatten,,Good
07e8beae-1f64-4d93-a133-536b25b9e694,Ruby Wedding,,2-3 feet
6c21839d-85d5-40af-bb2e-cb89f504d943,Gros Choux DHollande,17e75161-b084-4f9b-a848-beefef398147,3-6 feet
282fa137-ca36-400b-a77e-5f6b020abf59,La France Cl,8aa97e47-2a18-4f37-b8e3-5c11ba5b83f2,Good
42188e18-588c-46c5-a825-7e5c289446c5,Sanka,96e96d52-4bd0-4161-8c50-4451e42a3a07,Perennial
15888016-92ad-4c28-93f3-5087b800951b,Mu Lan,86e991b6-7cbf-4e0b-8cc1-982c923ed0a3,Bees
9d836e26-498c-4009-9873-8ca5ca199679,So Pretty,,734115
6b59ed78-51f5-4807-827c-94191ef88a62,Rita Sammons,97bcd04b-aaeb-4d92-bee8-ef8e637a2c8f,Pink
1ae54df0-444c-440a-94f8-9d0beab58e93,Mercury Rising,61ebfd0f-c059-43a8-9925-1335f0da64cf,Cupped
213a3f3e-6ec3-48e5-95d7-6c3c74b2e8bd,Nancy Jean,,Showy
f0da84e6-ae90-4270-8ff2-c5f065e7a8f5,Rita Applegate,21505bb4-3837-4ae2-9cf9-921176b45bcb,Light yellow
0417e0f2-07a3-430c-9190-9b511ba7c2ef,Madame Carnot,c02b36fb-5e7d-42dc-ae05-a46f2e6ec26c,Shrub
e9e3dcd1-e647-427e-81e7-b8b822f394b3,William Shakespeare,4d689a6b-d614-4bf5-a584-052589b9ebab,Red
c30d0da5-760f-4376-820c-41c95c58cd88,Honest Abe,38e46206-e338-4241-85ed-5e71c38a7d04,Moderate
9a51e49b-1f0a-4dab-8713-85b51775cf0f,Superior,28699c03-a806-49af-9051-5e35d5bf6be9,Mild
805ad10e-3859-4bd5-913d-43bd23a6af56,Morden Sunrise,17a32355-a5a9-4655-9bd1-243b98e1306e,Full Sun
e62e4ac9-7edb-4443-906a-49129580ba59,Lovers Meeting,11abf461-a614-4301-b850-2b11364cefe2,Shrub
ff5652db-4000-4e9b-b59a-d2c99c3a5187,Portrait,547a10c3-c56d-4422-b175-aba1ac78719a,Good
92cf9c72-82cf-4331-9b25-c6724700a566,Rosmarin,,Globular
8c041f02-8301-46a3-b428-1a8a8778caca,Rose Gaujard,,Showy
fe6abbba-4384-4808-ac62-faf93a1096c6,Humpty Dumpty,,2298
8732940f-96a8-4e3d-95d4-dc7b303be1ae,Sunbonnet Sue,fe1a8bb8-a3ce-487d-92e7-13b8a65dff0c,Yellow blend
5b88d19b-8099-42b5-966a-8baaf23fd364,Welcome Home,7d1db036-fe6b-475f-9d59-140156a4bbe5,Perennial
369b0f82-f60f-4f22-9527-4bf884b1a133,Julien Potin,87314ada-abdf-4e0c-9570-312f1399462c,Showy
a94f0899-aaf8-4777-ba5c-37d19adbe9be,Orientalis,f8bd6caf-60ad-4748-83f3-88c5631a9acc,641148
12fef7db-7a29-450b-8a70-e1214a8a4f08,Picture,552a4702-e8af-45ef-a47d-7b6f0fed9e96,Picture
b633f63c-f52f-4f62-b118-ae60b198a3df,Laura Ford,,Medium yellow
ef9e9015-aeea-4e7a-95ce-c75e546e1d06,Our Anniversary,0eaa2d81-a687-4de0-8d55-a0b2ec3faebf,ef9e9015-aeea-4e7a-95ce-c75e546e1d06
9ec4f335-f3c9-469f-9e18-12d36dce0956,Princess Alexandra,da539f57-9939-452b-9c58-3efb590a92d2,Princess Alexandra
83d62d79-2d0d-4f36-9e9f-10b4a1f76954,Great Ormond Street,1d77f4b4-a8bc-4b3e-b3bb-46518c025b74,Strong
0edde827-4d82-4b68-8908-ac560f655154,Pinta,2af2744f-bc35-4039-832e-8d59d16d68b7,3714
e64e2cb7-e9e8-4664-a499-f35dad79bca6,Venice,3b8e02eb-b40c-4658-83ce-7db6fb50b4b0,e64e2cb7-e9e8-4664-a499-f35dad79bca6
148d8cbc-7166-48bd-843a-6b8cc21feca1,Lady Luck,e308786f-ed3f-4c8a-ac08-8102ad805179,Pink
45c82ac6-7c38-4143-a663-938af13b8240,Chrysler Imperial,2dd823af-4581-4a53-b2fa-8b02729d57ed,Perennial
24983ceb-cbdb-401f-8e68-fcd3389807a8,Karens Pink Lace,,696265
f13debd3-6db1-4e33-b1f0-bbefcee7b0c6,Ladybug,50a6861e-03e1-4bdc-8035-08df739eb468,Ladybug
0cea1cdb-47dd-45ba-afc7-cf7451be595e,First Light,e82ebd59-634f-4860-a5ac-f11c03b05a3f,Shrub
9a38da0d-d07f-4cf5-b8a2-0bf11a9fc0aa,Wickwar,afccb245-3482-4fd2-86d0-85dc45d45384,Bees
d548791d-1eda-42d0-aafe-837cc4afea81,Versilia,,771454
15b6406d-4dc7-4af6-be65-2a308db359a1,Micrantha Subsp Micrantha,,641123
02c43721-bc4f-48f8-a6d2-8098299fba9a,Henri Matisse,,Pink blend
0bb3737a-69bf-4118-ac71-dad44492808d,Silvana,,Bees
7e157028-d753-4b6d-b37e-3cc91327c51c,Tipsy Imperial Concubine,b4f32f0c-baa6-4f56-813f-134c5b0dcc71,Deciduous
e3cc3d7d-4045-48cf-a7af-cefd7d67c57d,Marie Antoinette,8168d939-0edf-4b53-b888-e169e2208f78,Deciduous
bcc1aa0a-1bab-4da0-8930-c3ea7f6206d4,Orange Flower Circus,301583a5-1c7e-4421-aceb-6d9ea47dc118,Bees
0d53c4d2-e9cd-48f5-ab0c-a9a240ded9f4,Northamptonshire,,Some
8864b897-4cf8-429b-99f8-37c507219c71,Gruss An Aachen,c2d6dc5b-2cdb-4c65-b66a-89647a9058bf,2-3 feet
9b7b9755-b198-449f-aa09-e8e3a0061b88,GP Brownie,6c3f2205-aa92-4a0d-b19f-ddb8aeeb58b4,Shrub
e2155f1c-e45f-4663-b5dc-f02c229ade68,Sunblest,,3246
4ca63747-741b-4816-8d95-34d25dacf6aa,Mademoiselle Meilland,,Mademoiselle Meilland
e82d74f5-eb13-45a5-b58d-9efe633e9b9f,Ville Du Perreux,3d5a22a8-62c8-4234-b44c-5ffbfc817433,Ville du Perreux
412d2ba4-3d9d-4a29-99d7-0942f2d3e247,Heidekonigin,64085c88-4aab-467e-9a9b-3e782e60a651,Pink
7bb733f1-6ec9-4182-accf-f1ce7b2492e7,Sweet Spot Ruby,8ca4181a-e415-4c54-96c6-dec230708b2a,Showy
f9fbc13b-1de2-40cc-8b83-f27862457fe9,Grimaldi,b8e73d9a-b212-4e97-929a-6036ddb2730a,Bees
27a700af-5226-4c4d-89bf-803e4af0852d,White Gene Boerner,60031ea2-e4fb-4b93-9cec-3eca3cb1dc88,27a700af-5226-4c4d-89bf-803e4af0852d
8634ffe1-fe34-443d-a230-d413bcf5ef6f,Adolf Grille,,Adolf Grille
